architecture,category,task_id,passed,passed_at_1,passed_at,n_attempts,n_reflections,n_turns,involved_classes,n_llm_calls,n_tool_calls,input_tokens,output_tokens,total_tokens,peak_context,latency_s,max_steps_hits,error_type,error_message
blind_retry,long_context,multi_turn_long_context_77,True,True,1,1,0,3,TwitterAPI|VehicleControlAPI,9,6,66662,560,67222,9092,8.59,0,,
blind_retry,long_context,multi_turn_long_context_82,True,True,1,1,0,3,VehicleControlAPI,14,11,92874,1009,93883,8047,14.63,0,,
blind_retry,long_context,multi_turn_long_context_90,True,True,1,1,0,4,TwitterAPI|VehicleControlAPI,17,13,122570,3187,125757,11973,37.98,0,,
blind_retry,long_context,multi_turn_long_context_91,True,True,1,1,0,2,MessageAPI|VehicleControlAPI,7,5,33392,324,33716,5329,5.52,0,,
blind_retry,long_context,multi_turn_long_context_92,False,False,,3,0,5,VehicleControlAPI,48,33,526046,9652,535698,14353,103.97,0,multi_turn:instance_state_mismatch,Model instance for VehicleControlAPI does not match the state with ground truth instance.
blind_retry,long_context,multi_turn_long_context_94,True,True,1,1,0,3,VehicleControlAPI,14,11,108137,899,109036,11696,13.81,0,,
blind_retry,long_context,multi_turn_long_context_97,False,False,,3,0,6,MessageAPI|VehicleControlAPI,72,54,1172869,12183,1185052,28327,137.24,0,multi_turn:instance_state_mismatch,Model instance for MessageAPI does not match the state with ground truth instance.
blind_retry,long_context,multi_turn_long_context_98,True,True,1,1,0,3,VehicleControlAPI|MathAPI,12,9,102339,658,102997,13289,11.66,0,,
blind_retry,miss_func,multi_turn_miss_func_1,False,False,,3,0,5,GorillaFileSystem,43,28,148800,2601,151401,4408,25.02,0,multi_turn:empty_turn_model_response,Model response list is empty for turn 2
blind_retry,miss_func,multi_turn_miss_func_103,False,False,,3,0,6,MessageAPI|TradingBot,39,21,159072,3210,162282,5051,38.51,0,multi_turn:empty_turn_model_response,Model response list is empty for turn 4
blind_retry,miss_func,multi_turn_miss_func_111,False,False,,3,0,5,MessageAPI|TradingBot,36,21,145384,2340,147724,4825,29.52,0,multi_turn:empty_turn_model_response,Model response list is empty for turn 1
blind_retry,miss_func,multi_turn_miss_func_115,False,False,,3,0,5,TradingBot,43,28,136789,2601,139390,3983,34.59,0,multi_turn:instance_state_mismatch,Model instance for TradingBot does not match the state with ground truth instance.
blind_retry,miss_func,multi_turn_miss_func_117,False,False,,3,0,7,TradingBot,45,24,148176,3196,151372,4443,38.94,0,multi_turn:empty_turn_model_response,Model response list is empty for turn 6
blind_retry,miss_func,multi_turn_miss_func_119,True,True,1,1,0,5,TradingBot|TicketAPI,10,5,40745,614,41359,4545,8.69,0,,
blind_retry,miss_func,multi_turn_miss_func_120,False,False,,3,0,5,TradingBot,36,21,111377,2600,113977,4090,32.23,0,multi_turn:irrelevance_error:decoder_success,Model outputs valid function calls when it should not for turn 2.
blind_retry,miss_func,multi_turn_miss_func_122,True,False,2,2,0,6,TradingBot,24,12,76176,1841,78017,3972,24.5,0,,
blind_retry,miss_func,multi_turn_miss_func_127,True,True,1,1,0,5,TradingBot,10,5,30641,950,31591,3684,12.39,0,,
blind_retry,miss_func,multi_turn_miss_func_139,False,False,,3,0,3,TwitterAPI|TradingBot,22,13,99085,1154,100239,5059,16.46,0,multi_turn:irrelevance_error:decoder_success,Model outputs valid function calls when it should not for turn 0.
blind_retry,miss_func,multi_turn_miss_func_140,False,False,,3,0,5,TradingBot|TicketAPI,44,29,196674,3160,199834,5483,40.62,0,multi_turn:instance_state_mismatch,Model instance for TicketAPI does not match the state with ground truth instance.
blind_retry,miss_func,multi_turn_miss_func_144,False,False,,3,0,4,TradingBot|MathAPI,21,9,100190,1824,102014,5266,22.33,0,multi_turn:empty_turn_model_response,Model response list is empty for turn 1
blind_retry,miss_func,multi_turn_miss_func_145,False,False,,3,0,6,MessageAPI|TradingBot,41,23,173187,3142,176329,5134,38.81,0,multi_turn:irrelevance_error:decoder_success,Model outputs valid function calls when it should not for turn 2.
blind_retry,miss_func,multi_turn_miss_func_152,False,False,,3,0,4,TicketAPI|TravelAPI,22,14,102340,2538,104878,5364,28.31,0,multi_turn:empty_turn_model_response,Model response list is empty for turn 1
blind_retry,miss_func,multi_turn_miss_func_153,True,True,1,1,0,6,TravelAPI,12,6,46741,1402,48143,4789,17.49,0,,
blind_retry,miss_func,multi_turn_miss_func_154,True,True,1,1,0,6,MessageAPI|TravelAPI,12,6,55674,1264,56938,5462,15.98,0,,
blind_retry,miss_func,multi_turn_miss_func_161,True,True,1,1,0,4,MathAPI|TravelAPI,7,3,37445,739,38184,5803,9.61,0,,
blind_retry,miss_func,multi_turn_miss_func_164,True,False,2,2,0,5,TravelAPI,22,12,78434,2300,80734,4874,27.1,0,,
blind_retry,miss_func,multi_turn_miss_func_165,True,True,1,1,0,6,TicketAPI|TravelAPI,14,8,67881,1316,69197,5840,16.77,0,,
blind_retry,miss_func,multi_turn_miss_func_169,False,False,,3,0,3,MessageAPI|TravelAPI,21,12,94012,2782,96794,5299,30.17,0,multi_turn:empty_turn_model_response,Model response list is empty for turn 1
blind_retry,miss_func,multi_turn_miss_func_17,False,False,,3,0,4,MessageAPI|GorillaFileSystem,41,29,183271,2480,185751,5166,31.31,0,multi_turn:empty_turn_model_response,Model response list is empty for turn 1
blind_retry,miss_func,multi_turn_miss_func_170,False,False,,3,0,7,TwitterAPI|TravelAPI,45,24,248850,3915,252765,6666,46.15,0,multi_turn:empty_turn_model_response,Model response list is empty for turn 1
blind_retry,miss_func,multi_turn_miss_func_180,False,False,,3,0,7,TicketAPI|TravelAPI,61,40,361467,8727,370194,7999,90.2,0,multi_turn:instance_state_mismatch,Model instance for TravelAPI does not match the state with ground truth instance.
blind_retry,miss_func,multi_turn_miss_func_186,False,False,,3,0,7,TwitterAPI|TravelAPI,45,24,261692,4913,266605,7121,54.45,0,multi_turn:empty_turn_model_response,Model response list is empty for turn 1
blind_retry,miss_func,multi_turn_miss_func_190,False,False,,3,0,6,TicketAPI|TravelAPI,63,45,356630,7409,364039,7957,80.96,0,multi_turn:instance_state_mismatch,Model instance for TravelAPI does not match the state with ground truth instance.
blind_retry,miss_func,multi_turn_miss_func_194,True,True,1,1,0,7,TravelAPI,14,7,54507,1559,56066,5002,16.67,0,,
blind_retry,miss_func,multi_turn_miss_func_197,False,False,,3,0,4,MessageAPI|TravelAPI,33,21,155992,4534,160526,5951,49.82,0,multi_turn:instance_state_mismatch,Model instance for TravelAPI does not match the state with ground truth instance.
blind_retry,miss_func,multi_turn_miss_func_2,False,False,,3,0,6,TicketAPI|GorillaFileSystem,81,63,392717,4014,396731,6690,57.56,0,multi_turn:empty_turn_model_response,Model response list is empty for turn 4
blind_retry,miss_func,multi_turn_miss_func_20,False,False,,3,0,3,TwitterAPI|GorillaFileSystem,97,88,605448,8696,614144,8941,107.25,0,multi_turn:instance_state_mismatch,Model instance for GorillaFileSystem does not match the state with ground truth instance.
blind_retry,miss_func,multi_turn_miss_func_22,False,False,,3,0,5,TwitterAPI|GorillaFileSystem,40,25,201969,2604,204573,6202,634.61,0,multi_turn:instance_state_mismatch,Model instance for TwitterAPI does not match the state with ground truth instance.
blind_retry,miss_func,multi_turn_miss_func_3,False,False,,3,0,3,GorillaFileSystem,36,27,115806,2015,117821,3910,26.69,0,multi_turn:empty_turn_model_response,Model response list is empty for turn 1
blind_retry,miss_func,multi_turn_miss_func_32,False,False,,3,0,3,GorillaFileSystem|MathAPI,21,12,106885,1905,108790,5762,22.55,0,multi_turn:empty_turn_model_response,Model response list is empty for turn 2
blind_retry,miss_func,multi_turn_miss_func_33,False,False,,3,0,6,MessageAPI|GorillaFileSystem,36,18,152811,1694,154505,4884,24.08,0,multi_turn:empty_turn_model_response,Model response list is empty for turn 4
blind_retry,miss_func,multi_turn_miss_func_34,False,False,,3,0,3,GorillaFileSystem|MathAPI,35,26,184773,2451,187224,6130,32.64,0,multi_turn:instance_state_mismatch,Model instance for GorillaFileSystem does not match the state with ground truth instance.
blind_retry,miss_func,multi_turn_miss_func_37,False,False,,3,0,4,GorillaFileSystem,37,25,132883,4688,137571,4993,51.38,0,multi_turn:irrelevance_error:decoder_success,Model outputs valid function calls when it should not for turn 2.
blind_retry,miss_func,multi_turn_miss_func_4,False,False,,3,0,4,TwitterAPI|GorillaFileSystem,48,36,251849,4755,256604,6685,55.76,0,multi_turn:instance_state_mismatch,Model instance for GorillaFileSystem does not match the state with ground truth instance.
blind_retry,miss_func,multi_turn_miss_func_49,False,False,,3,0,5,GorillaFileSystem|MathAPI,32,17,169098,3611,172709,6451,41.63,0,multi_turn:instance_state_mismatch,Model instance for GorillaFileSystem does not match the state with ground truth instance.
blind_retry,miss_func,multi_turn_miss_func_55,False,False,,3,0,6,TicketAPI|VehicleControlAPI,51,33,255201,4007,259208,6280,48.98,0,multi_turn:irrelevance_error:decoder_success,Model outputs valid function calls when it should not for turn 0.
blind_retry,miss_func,multi_turn_miss_func_56,False,False,,3,0,4,VehicleControlAPI,40,28,146493,2906,149399,4788,36.72,0,multi_turn:execution_response_mismatch,Model response execution results so far does not contain all the ground truth response execution results for turn 1.
blind_retry,miss_func,multi_turn_miss_func_57,False,False,,3,0,3,VehicleControlAPI|MathAPI,13,4,66128,1069,67197,5716,13.1,0,multi_turn:irrelevance_error:decoder_success,Model outputs valid function calls when it should not for turn 0.
blind_retry,miss_func,multi_turn_miss_func_66,False,False,,3,0,5,VehicleControlAPI,52,37,211479,4063,215542,5028,49.94,0,multi_turn:instance_state_mismatch,Model instance for VehicleControlAPI does not match the state with ground truth instance.
blind_retry,miss_func,multi_turn_miss_func_68,False,False,,3,0,6,TwitterAPI|VehicleControlAPI,47,29,250375,3145,253520,6652,41.65,0,multi_turn:empty_turn_model_response,Model response list is empty for turn 2
blind_retry,miss_func,multi_turn_miss_func_77,True,True,1,1,0,4,TwitterAPI|VehicleControlAPI,10,6,49805,822,50627,5503,11.25,0,,
blind_retry,miss_func,multi_turn_miss_func_82,False,False,,3,0,4,VehicleControlAPI,45,33,166109,2706,168815,4422,35.62,0,multi_turn:irrelevance_error:decoder_success,Model outputs valid function calls when it should not for turn 1.
blind_retry,miss_func,multi_turn_miss_func_90,False,False,,3,0,5,TwitterAPI|VehicleControlAPI,55,40,300002,4351,304353,6665,55.0,0,multi_turn:irrelevance_error:decoder_success,Model outputs valid function calls when it should not for turn 1.
blind_retry,miss_func,multi_turn_miss_func_91,False,False,,3,0,3,MessageAPI|VehicleControlAPI,23,14,96149,1466,97615,4634,19.37,0,multi_turn:instance_state_mismatch,Model instance for MessageAPI does not match the state with ground truth instance.
blind_retry,miss_func,multi_turn_miss_func_92,False,False,,3,0,6,VehicleControlAPI,48,30,172996,3171,176167,4481,40.7,0,multi_turn:empty_turn_model_response,Model response list is empty for turn 5
blind_retry,miss_func,multi_turn_miss_func_94,False,False,,3,0,4,VehicleControlAPI,46,34,169068,2871,171939,4574,38.06,0,multi_turn:empty_turn_model_response,Model response list is empty for turn 2
blind_retry,miss_func,multi_turn_miss_func_97,False,False,,3,0,7,MessageAPI|VehicleControlAPI,63,42,308730,4782,313512,6342,60.82,0,multi_turn:instance_state_mismatch,Model instance for MessageAPI does not match the state with ground truth instance.
blind_retry,miss_func,multi_turn_miss_func_98,False,False,,3,0,4,VehicleControlAPI|MathAPI,56,44,315753,3658,319411,7036,50.34,0,multi_turn:irrelevance_error:decoder_success,Model outputs valid function calls when it should not for turn 1.
blind_retry,miss_param,multi_turn_miss_param_1,False,False,,3,0,5,GorillaFileSystem,43,28,149230,1981,151211,4088,27.47,0,multi_turn:irrelevance_error:decoder_success,Model outputs valid function calls when it should not for turn 3.
blind_retry,miss_param,multi_turn_miss_param_103,True,True,1,1,0,6,MessageAPI|TradingBot,14,8,55152,752,55904,4639,9.61,0,,
blind_retry,miss_param,multi_turn_miss_param_111,True,True,1,1,0,5,MessageAPI|TradingBot,12,7,46377,652,47029,4464,8.4,0,,
blind_retry,miss_param,multi_turn_miss_param_115,False,False,,3,0,5,TradingBot,36,21,112034,2137,114171,3726,27.22,0,multi_turn:empty_turn_model_response,Model response list is empty for turn 3
blind_retry,miss_param,multi_turn_miss_param_117,False,False,,3,0,7,TradingBot,21,0,60447,893,61340,3196,11.91,0,multi_turn:empty_turn_model_response,Model response list is empty for turn 1
blind_retry,miss_param,multi_turn_miss_param_119,True,False,2,2,0,5,TradingBot|TicketAPI,20,10,82298,1052,83350,4552,14.67,0,,
blind_retry,miss_param,multi_turn_miss_param_120,True,True,1,1,0,5,TradingBot,11,6,32771,737,33508,3534,8.83,0,,
blind_retry,miss_param,multi_turn_miss_param_122,False,False,,3,0,6,TradingBot,36,18,116019,2344,118363,3867,28.37,0,multi_turn:empty_turn_model_response,Model response list is empty for turn 2
blind_retry,miss_param,multi_turn_miss_param_127,True,True,1,1,0,5,TradingBot,10,5,29733,811,30544,3520,9.79,0,,
blind_retry,miss_param,multi_turn_miss_param_139,False,False,,3,0,3,TwitterAPI|TradingBot,24,15,108311,1017,109328,4834,14.5,0,multi_turn:irrelevance_error:decoder_success,Model outputs valid function calls when it should not for turn 1.
blind_retry,miss_param,multi_turn_miss_param_140,False,False,,3,0,5,TradingBot|TicketAPI,30,15,124828,1802,126630,4759,22.41,0,multi_turn:instance_state_mismatch,Model instance for TicketAPI does not match the state with ground truth instance.
blind_retry,miss_param,multi_turn_miss_param_144,False,False,,3,0,4,TradingBot|MathAPI,24,12,115113,1945,117058,5323,23.39,0,multi_turn:empty_turn_model_response,Model response list is empty for turn 3
blind_retry,miss_param,multi_turn_miss_param_145,True,False,2,2,0,6,MessageAPI|TradingBot,27,15,110337,1592,111929,4817,20.35,0,,
blind_retry,miss_param,multi_turn_miss_param_152,True,False,3,3,0,4,TicketAPI|TravelAPI,27,15,130530,2713,133243,5512,30.4,0,,
blind_retry,miss_param,multi_turn_miss_param_153,True,False,2,2,0,6,TravelAPI,22,10,82928,2070,84998,4814,23.3,0,,
blind_retry,miss_param,multi_turn_miss_param_154,True,True,1,1,0,6,MessageAPI|TravelAPI,12,6,54297,1037,55334,5218,12.62,0,,
blind_retry,miss_param,multi_turn_miss_param_161,True,True,1,1,0,4,MathAPI|TravelAPI,7,3,36432,529,36961,5584,6.76,0,,
blind_retry,miss_param,multi_turn_miss_param_164,True,False,2,2,0,5,TravelAPI,24,14,89515,2192,91707,4554,17.93,0,,
blind_retry,miss_param,multi_turn_miss_param_165,True,False,2,2,0,6,TicketAPI|TravelAPI,25,13,119748,2217,121965,6016,16.09,0,,
blind_retry,miss_param,multi_turn_miss_param_169,False,False,,3,0,3,MessageAPI|TravelAPI,26,17,119966,3071,123037,5538,33.92,0,multi_turn:irrelevance_error:decoder_success,Model outputs valid function calls when it should not for turn 0.
blind_retry,miss_param,multi_turn_miss_param_17,False,False,,3,0,4,MessageAPI|GorillaFileSystem,33,21,142775,2022,144797,4867,25.76,0,multi_turn:empty_turn_model_response,Model response list is empty for turn 3
blind_retry,miss_param,multi_turn_miss_param_170,False,False,,3,0,7,TwitterAPI|TravelAPI,51,30,287575,3900,291475,6933,46.68,0,multi_turn:instance_state_mismatch,Model instance for TravelAPI does not match the state with ground truth instance.
blind_retry,miss_param,multi_turn_miss_param_180,False,False,,3,0,7,TicketAPI|TravelAPI,72,51,431482,9629,441111,8474,75.3,0,multi_turn:instance_state_mismatch,Model instance for TravelAPI does not match the state with ground truth instance.
blind_retry,miss_param,multi_turn_miss_param_186,True,False,3,3,0,7,TwitterAPI|TravelAPI,47,26,267797,3901,271698,6619,45.12,0,,
blind_retry,miss_param,multi_turn_miss_param_190,False,False,,3,0,6,TicketAPI|TravelAPI,35,17,172936,3541,176477,5930,40.4,0,multi_turn:empty_turn_model_response,Model response list is empty for turn 1
blind_retry,miss_param,multi_turn_miss_param_194,False,False,,3,0,7,TravelAPI,51,30,221163,5713,226876,5933,62.32,0,multi_turn:instance_state_mismatch,Model instance for TravelAPI does not match the state with ground truth instance.
blind_retry,miss_param,multi_turn_miss_param_197,False,False,,3,0,4,MessageAPI|TravelAPI,53,41,285785,7099,292884,7693,75.74,0,multi_turn:instance_state_mismatch,Model instance for TravelAPI does not match the state with ground truth instance.
blind_retry,miss_param,multi_turn_miss_param_2,False,False,,3,0,6,TicketAPI|GorillaFileSystem,88,70,477726,5308,483034,7213,70.59,0,multi_turn:irrelevance_error:decoder_success,Model outputs valid function calls when it should not for turn 0.
blind_retry,miss_param,multi_turn_miss_param_20,False,False,,3,0,3,TwitterAPI|GorillaFileSystem,32,23,161020,2097,163117,5654,25.17,0,multi_turn:empty_turn_model_response,Model response list is empty for turn 1
blind_retry,miss_param,multi_turn_miss_param_22,True,True,1,1,0,5,TwitterAPI|GorillaFileSystem,12,7,59413,676,60089,5533,8.82,0,,
blind_retry,miss_param,multi_turn_miss_param_3,False,False,,3,0,3,GorillaFileSystem,135,129,712019,9687,721706,8090,122.75,3,multi_turn:empty_turn_model_response,Model response list is empty for turn 2
blind_retry,miss_param,multi_turn_miss_param_32,False,False,,3,0,3,GorillaFileSystem|MathAPI,21,12,107161,1152,108313,5452,15.38,0,multi_turn:instance_state_mismatch,Model instance for GorillaFileSystem does not match the state with ground truth instance.
